id,texto,fecha,likes,retweets,respuestas,impresiones,idioma,autor_id,tema,longitud_texto,contiene_hashtags,num_hashtags,contiene_menciones,num_menciones,contiene_url,es_retweet,num_palabras,es_mayusculas,tiene_signos_exclamacion,tiene_signos_pregunta,engagement_total,ratio_like_retweet,sesgo_politico,sesgo_confirmacion,lenguaje_emocional,contiene_desinformacion,polarizacion,contiene_corrupción,contiene_dictadura,contiene_democracia,contiene_fraude,contiene_mentira,contiene_verdad,contiene_traición,contiene_patriota,contiene_socialismo,contiene_capitalismo,contiene_libertad,contiene_opresión,TipoSesgo
1985754979399766372,"RT @KikesitoVH: ""La Cancillería sometió a consulta el otorgamiento del salvoconducto a Betssy Chávez para que viaje a México como asilada p…",2025-11-04 17:04:15+00:00,0,5,0,0,es,1828249889504964608,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,22,0,0,0,5,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754975809528131,"RT @Liberfach0: ⚠️🇲🇽 | REPUGNANTE: Tras varias investigaciones, la Cancillería de Perú descubrió que el gobierno de México, liderado por Sh…",2025-11-04 17:04:14+00:00,0,4009,0,0,es,896194980,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,4009,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754975696285969,"RT @borja_montoro_c: Expone su visión política, reivindica su perfil «moderado» y vuelve a situar la inmigración en el terreno de lo «socia…",2025-11-04 17:04:14+00:00,0,8,0,0,es,888915252993249281,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,22,0,0,0,8,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754967580242155,https://t.co/sxp7kZW6ZK,2025-11-04 17:04:12+00:00,0,0,0,1,zxx,319087666,política México OR política España OR política opinión lang:es -is:retweet,23,0,0,0,0,1,0,1,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754964057342207,"RT @elgatopolitico_: 🔴🔴¡Así se habla!
Tras el anuncio de Perú de romper relaciones con México, por darle asilo político a Betssy Chávez, ex…",2025-11-04 17:04:11+00:00,0,158,0,0,es,25414044,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,23,0,1,0,158,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754961032904770,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:04:10+00:00,0,214,0,0,es,431429438,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,214,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754950304219412,"RT @Mike_Oviedo: No podía faltar el corrupto @alitomorenoc, el buitre mayor, buscando sacar raja política.
Ahora dice que México está hasta…",2025-11-04 17:04:08+00:00,0,565,0,0,es,751622084493803520,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,0,0,565,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Falacia Ad Hominem
1985754936106455287,"RT @EmilioNoguerol: Vergonzoso el comportamiento antidemocrático que viene demostrando México (antes con AMLO, hoy con Sheinbaum). Betssy C…",2025-11-04 17:04:04+00:00,0,117,0,0,es,1504702188182028298,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,18,0,0,0,117,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985754914853957963,"La embajada de México otorgó asilo a la ex primera ministra Betssy Chávez, procesada por el golpe de Estado fallido de Pedro Castillo. 
🔻Conoce más sobre las implicancias de esta decisión en la política exterior peruana: 
#BetssyChávez #perú #Mexico 
https://t.co/D0DS2XRIa9",2025-11-04 17:03:59+00:00,0,0,0,1,es,1973046710680100864,política México OR política España OR política opinión lang:es -is:retweet,274,1,3,0,0,1,0,40,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754908948062304,"Otro caso similar, el Dr. Felix Alberto Linares, quien fue edil de Ocuilan, Edomex. Su muerte en 2020 fue un accidente formulado por el crimen organizado de la tala ilegal. 

https://t.co/raqYbUzyMJ",2025-11-04 17:03:58+00:00,0,0,0,14,es,83301377,política México OR política España OR política opinión lang:es -is:retweet,198,0,0,0,0,1,0,31,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754901067030635,https://t.co/Eyay8oxeeC,2025-11-04 17:03:56+00:00,1,1,0,3,zxx,1775031128081981440,política México OR política España OR política opinión lang:es -is:retweet,23,0,0,0,0,1,0,1,0,0,0,2,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754865931321511,"RT @pedroferriz3: Entonces a ver si entiendo,

@Claudiashein deja el pueblo de México, en total indefensión, se alía con los narcos, tiene…",2025-11-04 17:03:48+00:00,0,1482,0,0,es,329747958,política México OR política España OR política opinión lang:es -is:retweet,139,0,0,1,2,0,1,22,0,0,0,1482,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985754863834423415,"RT @Liberfach0: ⚠️🇲🇽 | REPUGNANTE: Tras varias investigaciones, la Cancillería de Perú descubrió que el gobierno de México, liderado por Sh…",2025-11-04 17:03:47+00:00,0,4030,0,0,es,2148143684,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,4030,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754825481662512,"RT @MLopezSanMartin: 🚨 Analistas del @Banxico advierten los mayores frenos para el crecimiento en México los próximos 6 meses:

- Insegurid…",2025-11-04 17:03:38+00:00,0,541,0,0,es,1846634496730583042,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,0,0,541,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
